sku,name,brand,slug,description_short,description_long,category,subcategory,price,price_original,currency,weight_g,flavors,images,in_stock,is_featured,is_new,badge_text,badge_color,rating,review_count,tags
SKU-5649,Shaker 2,,shaker-2,,,Accessories,,12,,CHF,0,{},"{""https://marvelousnutrition.com/wp-content/uploads/2025/11/Marveleous30.png""}",false,false,false,,#c8102e,0.0,0,{}
SKU-5650,Shaker 3,,shaker-3,,,Accessories,,12,,CHF,0,{},"{""https://marvelousnutrition.com/wp-content/uploads/2025/11/Marveleous6.png""}",false,false,false,,#c8102e,0.0,0,{}
SKU-5651,Baseball Cap,,baseball-cap,,,Accessories,,12,,CHF,0,{},"{""https://marvelousnutrition.com/wp-content/uploads/2025/11/Marveleous13.png""}",false,false,false,,#c8102e,0.0,0,{}
SKU-5652,Marvelous Black Hat,,marvelous-black-hat,,,Accessories,,12,,CHF,0,{},"{""https://marvelousnutrition.com/wp-content/uploads/2025/11/Marveleous26.png""}",false,false,false,,#c8102e,0.0,0,{}
SKU-5653,Marvelous Bag,,marvelous-bag,,,Accessories,,25,,CHF,0,{},"{""https://marvelousnutrition.com/wp-content/uploads/2025/11/Marveleous42.png""}",false,false,false,,#c8102e,0.0,0,{}
SKU-5654,Marvelous Bag 2,,marvelous-bag-2,,,Accessories,,25,,CHF,0,{},"{""https://marvelousnutrition.com/wp-content/uploads/2025/11/Marveleous21.png""}",false,false,false,,#c8102e,0.0,0,{}
SKU-5691,Savior,,savior,"A post workout has finally arrived to save you after that extreme workout.
\n
\nAdvanced science has led to the blend of the strongest amino acid agents of highest quality plus extra support agents for muscle growth and recovery, Savior Contains of blend of carbohydrates made of the famous cluster Dextrin to Replenish Glycogen storage also it contains Essential amino acids to make sure that the body is in an anabolic state beside creatine.","<h3>Product Intro:</h3>
\nA post workout has finally arrived to save you after that extreme workout.
\n
\nAdvanced science has led to the blend of the strongest amino acid agents of highest quality plus extra support agents for muscle growth and recovery, Savior Contains of blend of carbohydrates made of the famous cluster Dextrin to Replenish Glycogen storage also it contains Essential amino acids to make sure that the body is in an anabolic state beside creatine.
\n
\nThese Unique ingredients protect, preserve and replenish precious muscle glycogen and help you get an anabolic / anti-catabolic jump-start on recovering from your workouts. Another great benefit: it won’t upset your stomach (unlike so many other formulas). Muscle building process needs adequate recovery which start the moment you end your workout.
\n<h3>Product benefits:</h3>
\n<ul>
\n 	<li>Enhanced muscle growth</li>
\n 	<li>Increasing strength and power</li>
\n 	<li>Fast Glycogen uptake into muscles after workout</li>
\n 	<li>Increased strength and physical performance</li>
\n</ul>
\n<h3>Science behind the formula:</h3>
\n<ul>
\n 	<li>Savior contains highly branched cyclic dextrin (as 10 grams of Cyclic Dextrin®) to enhance gastric emptying<sup>1</sup> and minimize gastrointestinal discomfort during exercise [including burping and gas, which your training partner benefit will appreciate<sup>2</sup>]. By more rapidly ushering glucose from the stomach<sup>3,4</sup> to the small intestine and blood stream<sup>5</sup>, Cyclic Dextrin can improve performance<sup>6-8</sup>, and maintain higher glycogen levels during exercise<sup>9</sup>, giving you a head start on recovering for your next workout<sup>10</sup>.</li>
\n 	<li>To ensure a sustained, crash-free elevation of blood glucose during your workout or whenever you have consumed Savior, we’ve also included 5 grams of Maltodextrin in Savior. Maltodextrin is a disaccharide that produces a steady rise in blood glucose but at a baseline level much lower than even table sugar<sup>11</sup>.</li>
\n 	<li>Lastly, we have included a small amount of Dextrose (glucose), the carbohydrate source commonly used as the standard for determining glycemic index (GI). The GI of dextrose is higher than essentially all kinds of rice products, for instance Dextrose’s rapid entry into the bloodstream will promote insulin release, so including a small amount in Savior favors the positive balance of skeletal muscle protein synthesis and breakdown we all seek, as long as you’ve been diligent enough to consume protein with your carbs.</li>
\n 	<li><strong>Leucine</strong> – the most powerful amino for stimulating skeletal muscle protein synthesis via mTOR.</li>
\n 	<li><strong>Phenylalanine</strong> – a precursor for tyrosine, which signals dopamine, norepinephrine, and epinephrine.</li>
\n 	<li><strong>Lysine</strong> – a necessary building block for muscle protein, plays a major role in calcium absorption, improves recovery and aids in the body’s production of hormones, enzymes and antibodies.</li>
\n 	<li><strong>Valine</strong> – required for muscle metabolism, repair and growth and maintains nitrogen balance in the body.</li>
\n 	<li><strong>Threonine</strong> – a key component of collagen, elastin, and enamel proteins, helps digestion and intestinal tracts and improves immunity, coverts to glycine that reduces constant and unwanted muscle contractions (spasms).</li>
\n 	<li><strong>Isoleucine</strong> – promotes muscle recovery after exercise, helps form hemoglobin, and assists with blood sugar regulation and energy levels.</li>
\n 	<li><strong>Histidine</strong> – needed for the growth and repair of muscle tissue, maintenance of the myelin sheaths that act as protector for nerve cells, the manufacturing of red and white blood cells, and helps product gastric juices to aid in digestion.</li>
\n 	<li><strong>Methionine</strong> – acts as an excellent antioxidant, assists in the breakdown of fats, assist in the digestive system, and detoxifies the liver.</li>
\n 	<li><strong>L Glutamine:</strong> L-glutamine is the most abundant amino acid in your body. It accounts for more than 60% of the free amino acids in skeletal muscle, meaning it is highly concentrated in muscle tissue. Following intense exercise, L-glutamine levels fall significantly (by up to 50%). L-glutamine supplementation is a must for any serious athlete participating in physical training. L-glutamine has several benefits that contribute to muscle growth, performance and recovery: The first of these is L-glutamine’s role in muscle health, minimizing muscle breakdown and improving protein metabolism [1, 2]. L-glutamine’s anti-catabolic ability preventing muscle breakdown is especially beneficial for those who are dieting and looking to lose body fat whilst preserving muscle mass.</li>
\n</ul>
\n<a href=""https://marvelousnutrition.com/wp-content/uploads/2025/11/savior-gadwel-scaled.png""><img class=""alignnone size-medium wp-image-6364"" src=""https://marvelousnutrition.com/wp-content/uploads/2025/11/savior-gadwel-300x168.png"" alt="""" width=""300"" height=""168"" /></a>",Proteins,,0.00,,CHF,0,"{""Fruit Punch"",""Pineapple""}","{""https://marvelousnutrition.com/wp-content/uploads/2025/11/Marveleous8.png""}",true,false,false,,#c8102e,0.0,0,"{""top-selling""}"
SKU-5692,Recharge,,recharge,"Bulk Up Clean and Get more lean!
\n
\nRecharge is unique formula of Scientifically proven Ingredients that mimic Insulin, A high-end glucose disposal agent GDA made to help convert Carbohydrates intake to help build muscle instead of being stored as body fat, Insulin is a powerful hormone for both Muscle Building and fat loss.","<h6>Product Intro:</h6>
\n<strong>Bulk Up Clean and Get More Lean!</strong>
\n
\nRecharge is a unique formula made of scientifically proven ingredients that mimic insulin — a high-end glucose disposal agent (GDA) designed to help convert carbohydrate intake into muscle fuel instead of body fat. Insulin is a powerful hormone for both muscle building and fat loss.
\n
\nRecharge is such a popular supplement because it can be used to build muscle and burn fat at the same time. During bulking, it prevents fat gain and helps harness the anabolic effects of insulin for muscle growth. During cutting, it increases fat loss and keeps muscles full even on a low-carb diet.
\n<h6>Product Benefits:</h6>
\n<ul>
\n 	<li><strong>Using carbs for muscle absorption</strong></li>
\n 	<li><strong>Improving muscle insulin sensitivity</strong></li>
\n 	<li><strong>Fighting against high glucose consumption</strong></li>
\n 	<li><strong>Increasing Nitric Oxide production and delivering a road map pump</strong></li>
\n</ul>
\n<h6>Science Behind the Formula:</h6>
\n<ul>
\n 	<li><strong>Berberine:</strong> Increases insulin sensitivity so that insulin can better drive carbs and protein into the muscle. Berberine is a powerful activator of glucose repartitioning and is as effective as many pharmaceuticals used for diabetics.</li>
\n 	<li><strong>Cinnamon:</strong> Acts as an insulin mimetic while also enhancing insulin action.</li>
\n 	<li><strong>Alpha Lipoic Acid:</strong> Increases blood flow so more nutrients can be delivered to the muscles.</li>
\n 	<li><strong>Chromium:</strong> A trace mineral essential for optimal functioning. It helps modulate blood glucose by enhancing insulin activity.</li>
\n</ul>
\n<a href=""https://marvelousnutrition.com/wp-content/uploads/2025/11/recharge-gadwel-scaled.png""><img class=""alignnone size-medium wp-image-6365"" src=""https://marvelousnutrition.com/wp-content/uploads/2025/11/recharge-gadwel-300x137.png"" alt="""" width=""300"" height=""137"" /></a>",Proteins,,35,,CHF,0,{},"{""https://marvelousnutrition.com/wp-content/uploads/2025/11/83.png""}",true,false,false,,#c8102e,0.0,0,"{""top-selling""}"
SKU-5693,Maze,,maze,"Maze Premium Aminos will solve the mystery of muscle gains like no other! Now You can Grow All DAY.
\nThe perfect blend of Essential Amino Acids and extra innovative components suitable for use pre, intra, and post workouts to bring an edge to your muscles.","<h6>Product Intro:</h6>
\n<strong>Maze Premium Aminos</strong> will solve the mystery of muscle gains like no other! Now you can grow all day.
\n
\nThis is the perfect blend of Essential Amino Acids (EAAs) and innovative components suitable for use pre, intra, and post workouts — designed to give your muscles the ultimate edge.
\n
\nBranched-Chain Amino Acids (BCAAs) signal muscle protein synthesis, but growth is incomplete without all nine Essential Amino Acids (EAAs) — which your body needs but cannot produce on its own.
\n<h6>Product Benefits:</h6>
\n<ul>
\n 	<li><strong>Promotes lean muscle production</strong></li>
\n 	<li><strong>Increases anabolic capacity</strong></li>
\n 	<li><strong>Delivers outstanding gains in muscle and strength, without the negative side effects of steroids or prohormones</strong></li>
\n 	<li><strong>Preserves muscle during high-intensity workouts and diets</strong></li>
\n 	<li><strong>Helps burn fat</strong></li>
\n 	<li><strong>Removes excess ammonia and toxins from the body</strong></li>
\n 	<li><strong>Boosts immune system response</strong></li>
\n</ul>
\n<h6>Science Behind the Formula:</h6>
\n<ul>
\n 	<li><strong>Leucine:</strong> The most powerful amino acid for stimulating skeletal muscle protein synthesis via the mTOR pathway.</li>
\n 	<li><strong>Phenylalanine:</strong> A precursor for tyrosine, which supports dopamine, norepinephrine, and epinephrine production.</li>
\n 	<li><strong>Lysine:</strong> A vital building block for muscle protein; aids calcium absorption, enhances recovery, and supports hormone, enzyme, and antibody production.</li>
\n 	<li><strong>Valine:</strong> Essential for muscle metabolism, repair, and growth while maintaining nitrogen balance in the body.</li>
\n 	<li><strong>Threonine:</strong> A key component of collagen, elastin, and enamel proteins; supports digestion, gut health, and immunity. Converts to glycine, which helps reduce unwanted muscle spasms.</li>
\n 	<li><strong>Isoleucine:</strong> Promotes muscle recovery, helps form hemoglobin, and supports blood sugar regulation and energy levels.</li>
\n 	<li><strong>Histidine:</strong> Crucial for muscle tissue growth and repair, supports nerve protection, aids red and white blood cell production, and promotes digestion through gastric juice formation.</li>
\n 	<li><strong>Methionine:</strong> Acts as a potent antioxidant, assists fat metabolism, supports digestion, and detoxifies the liver.</li>
\n 	<li><strong>L-Ornithine:</strong> Plays a key role in the urea cycle by helping the body eliminate toxic ammonia (NH3) through conversion to urea, which is then excreted in urine.</li>
\n 	<li><strong>L-Carnitine L-Tartrate:</strong> A conditionally essential amino acid that helps convert fat into energy. Supports muscle, heart, and brain health. L-Tartrate enhances antioxidant activity and acts as an acidity regulator.</li>
\n 	<li><strong>L-Glutamine:</strong> The most abundant amino acid in the body, making up over 60% of free amino acids in skeletal muscle. After intense exercise, glutamine levels can drop by up to 50%. Supplementation minimizes muscle breakdown, improves protein metabolism, supports immune health, and maintains intestinal health for optimal nutrient absorption and performance.</li>
\n</ul>
\n<a href=""https://marvelousnutrition.com/wp-content/uploads/2025/11/maze-gadwel-scaled.png""><img class=""alignnone size-medium wp-image-6366"" src=""https://marvelousnutrition.com/wp-content/uploads/2025/11/maze-gadwel-300x225.png"" alt="""" width=""300"" height=""225"" /></a>",Proteins,,0.00,,CHF,0,"{""Fruit Punch"",""Mango"",""Strawberry"",""Watermelon""}","{""https://marvelousnutrition.com/wp-content/uploads/2025/11/Marveleous5.png""}",true,false,false,,#c8102e,0.0,0,"{""top-selling""}"
SKU-5703,Arginine,,arginine,"Our Arginine is Non Essesntail amino acid of high quality ingredients that involve in many areas of human biochemistry, including muscle metabolism, hormone secretion, ammonia detoxification, and the immune system. Arginine promotes nitric oxide production, which helps support circulation and muscles.","<h6>How to Use:</h6>
\nTake 4g 30 minutes before your workout. You can mix it with your Experiment pre-workout to maximize the effects.
\n<h6>Description:</h6>
\nOur Arginine is a non-essential amino acid made from high-quality ingredients. It is involved in many areas of human biochemistry, including muscle metabolism, hormone secretion, ammonia detoxification, and the immune system. Arginine promotes nitric oxide production, which helps support circulation and muscle performance.
\n<h6>Product Benefits:</h6>
\n<ul>
\n 	<li><strong>Supports protein synthesis.</strong></li>
\n 	<li><strong>Increases blood flow to muscle tissue.</strong></li>
\n 	<li><strong>Boosts circulatory health.</strong></li>
\n 	<li><strong>Increases levels of nitric oxide.</strong></li>
\n 	<li><strong>May increase levels of Growth Hormone (GH).</strong></li>
\n</ul>
\n<h6>Ingredients:</h6>
\nL-Arginine
\n<h6>Supplement Facts:</h6>
\n<table style=""width: 100%;border-collapse: collapse;background-color: #f0f0f0;color: #333;border: 1px solid #ccc"">
\n<tbody>
\n<tr>
\n<td style=""text-align: center;font-weight: bold;padding: 8px"" colspan=""3"">Serving Per Container: 75 Servings</td>
\n</tr>
\n<tr>
\n<td style=""text-align: center;font-weight: bold;padding: 8px"" colspan=""3"">Serving Size: 4g</td>
\n</tr>
\n<tr style=""background-color: #d9d9d9;font-weight: bold"">
\n<th style=""padding: 8px;border: 1px solid #ccc"">Ingredients</th>
\n<th style=""padding: 8px;border: 1px solid #ccc"">Amount per Dose</th>
\n<th style=""padding: 8px;border: 1px solid #ccc"">NRV</th>
\n</tr>
\n<tr>
\n<td style=""padding: 8px;border: 1px solid #ccc"">L-Arginine</td>
\n<td style=""padding: 8px;border: 1px solid #ccc"">4000mg</td>
\n<td style=""padding: 8px;border: 1px solid #ccc"">–</td>
\n</tr>
\n</tbody>
\n</table>",Proteins,,25,,CHF,0,{},"{""https://marvelousnutrition.com/wp-content/uploads/2025/11/Marveleous47.png""}",true,false,false,,#c8102e,0.0,0,{}
SKU-5704,Big,,big,"Big is the weight gainer every one needs to add lean muscle mass while increasing size, with no fat gain. It's the ideal ratio between high biological value whey protein concentrate 85 and clean carbohydrate source, low in fat and sugar. Unlike other products full of amino acids ( amino spike ) and sugars, BIG is low in fat and Low in cholesterol and no added sugars. We only use premium ingredients that work. Lets Get BIG with BIG!","<h6>Ingredients:</h6>
\nMaltodextrin, Whey protein concentrate, Flavor, Thickeners (Guar gum, Xanthan gum), Sodium chloride, Sweetener (Sucralose E955).
\n<h6>How to use:</h6>
\nMix 2 scoops (100g) with 300–400 ml of cold water and shake vigorously.
\nTake one serving immediately post-workout or anytime you desire.
\n
\n<a href=""https://marvelousnutrition.com/wp-content/uploads/2025/11/big-gadwel-2-scaled.png""><img class=""alignnone size-medium wp-image-6352"" src=""https://marvelousnutrition.com/wp-content/uploads/2025/11/big-gadwel-2-245x300.png"" alt="""" width=""245"" height=""300"" /></a> <a href=""https://marvelousnutrition.com/wp-content/uploads/2025/11/big-gadwel-1-scaled.png""><img class=""alignnone size-medium wp-image-6353"" src=""https://marvelousnutrition.com/wp-content/uploads/2025/11/big-gadwel-1-300x156.png"" alt="""" width=""300"" height=""156"" /></a>",Mass Gainer,,0.00,,CHF,0,"{""Chocolate"",""Cookies and Cream"",""Vanilla""}","{""https://marvelousnutrition.com/wp-content/uploads/2025/11/Marveleous-6151.png""}",true,false,false,,#c8102e,0.0,0,{}
SKU-5705,Glycerol,,glycerol,Glycerol is the secret for bodybuilder to hydrate and make the pump continue after workout. Glycerol may aid in hydration.,"<h6>Ingredients:</h6>
\nGlycerol monostearate, Anti-caking agent: Silicon dioxide (E-551).
\n<h6>How to use:</h6>
\nTake 5g, 30 minutes before workout.
\n<h6>Description:</h6>
\nGlycerol is a secret weapon for bodybuilders — it helps deeply hydrate the muscles and sustain that intense pump even after your workout.
\nIt also supports overall hydration and endurance during training.
\n
\n<a href=""https://marvelousnutrition.com/wp-content/uploads/2025/11/glycrol-gadwel-scaled.png""><img class=""alignnone size-medium wp-image-6454"" src=""https://marvelousnutrition.com/wp-content/uploads/2025/11/glycrol-gadwel-300x109.png"" alt="""" width=""300"" height=""109"" /></a>",Proteins,,25,,CHF,0,{},"{""https://marvelousnutrition.com/wp-content/uploads/2025/11/glycrol-mockup-scaled.png""}",true,false,false,,#c8102e,0.0,0,{}
SKU-5706,Glutamine,,glutamine,"Glutamine is one of the most abundant amino acids in the body. It is called a conditionally essential amino acid, meaning that the body is able to manufacture Glutamine on its own, but during times of extreme stress (such as following an intense workout), the body is not able to produce enough and may benefit from supplemental Glutamine.","<h6>Ingredients:</h6>
\nL-Glutamine (99.9%)
\n<h6>How to use:</h6>
\nTake 5g after workout.
\n<h6>Description:</h6>
\nGlutamine is one of the most abundant amino acids in the human body. It’s considered a conditionally essential amino acid — meaning the body can produce it naturally, but during times of extreme physical stress (such as intense training), production may not meet the body’s demands.
\n
\nSupplementing with L-Glutamine helps support muscle recovery, reduce soreness, and strengthen the immune system. It also assists in protein metabolism and helps remove lactic acid, supporting better recovery and performance.
\n<h6>Product Benefits:</h6>
\n<strong>- Helps repair and recover from intense training</strong>
\n<strong>- Protects muscle from breakdown</strong>
\n<strong>- Supports digestive and gut health</strong>
\n<strong>- Strengthens the immune system</strong><b><a style=""font-weight: bold"" href=""https://marvelousnutrition.com/wp-content/uploads/2025/11/glutmine-gadwel-1-scaled.png""><img class=""alignnone size-medium wp-image-6452"" src=""https://marvelousnutrition.com/wp-content/uploads/2025/11/glutmine-gadwel-1-300x109.png"" alt="""" width=""300"" height=""109"" /></a></b>
\n
\n&nbsp;",Proteins,,25,,CHF,0,{},"{""https://marvelousnutrition.com/wp-content/uploads/2025/11/glutmine-red-and-yellow-mockup-scaled.png""}",true,false,false,,#c8102e,0.0,0,{}
SKU-5707,Hyper Trophy,,hyper-trophy,"Hyper Trophy Protein isolate blend provides a fast acting and delicious whey to add additional muscle-building protein into your daily workout. Hyper trophy whey high biological value and amino acid profile boosts protein synthesis, supports lean muscle growth, accelerates metabolism, and enhances recovery.","<h6>How to Use:</h6>
\nMix 1 scoop (30g) with 300–400 ml of cold water and shake vigorously. Take one serving immediately post workout or anytime you desire.
\n<h6>Description:</h6>
\nHyper Trophy Protein Isolate Blend provides a fast-acting and delicious whey to add additional muscle-building protein into your daily workout. Hyper Trophy Whey has a high biological value and amino acid profile that boosts protein synthesis, supports lean muscle growth, accelerates metabolism, and enhances recovery. Hyper Trophy contains no proprietary blends.
\n
\nHyper Trophy blend consists of:
\n<ul>
\n 	<li>Whey Protein Isolate 100</li>
\n 	<li>Milk Protein Isolate 90 (Casein Isolate)</li>
\n 	<li>Whey Protein Concentrate 85</li>
\n</ul>
\n<h6>Ingredients:</h6>
\nMilk Protein Isolate, Whey Protein Isolate, Whey Protein Concentrate, L-Glycine, Low Fat Cocoa Powder, Flavor, Thickeners (Guar Gum, Xanthan Gum), Sodium Chloride, Sweetener (Sucralose E955).
\n<h6>Supplement Facts:</h6>
\n<table style=""width: 100%; border-collapse: collapse; background-color: #f0f0f0; color: #333; border: 1px solid #ccc;"">
\n<tbody>
\n<tr>
\n<td style=""text-align: center; font-weight: bold; padding: 8px;"" colspan=""2"">Serving Per Container: 33 Servings</td>
\n</tr>
\n<tr>
\n<td style=""text-align: center; font-weight: bold; padding: 8px;"" colspan=""2"">Serving Size: 30g</td>
\n</tr>
\n<tr style=""background-color: #d9d9d9; font-weight: bold;"">
\n<th style=""padding: 8px; border: 1px solid #ccc;"">Nutrient</th>
\n<th style=""padding: 8px; border: 1px solid #ccc;"">Amount per 30g</th>
\n</tr>
\n<tr>
\n<td style=""padding: 8px; border: 1px solid #ccc;"">Energy Value</td>
\n<td style=""padding: 8px; border: 1px solid #ccc;"">114.80 Kcal</td>
\n</tr>
\n<tr>
\n<td style=""padding: 8px; border: 1px solid #ccc;"">Fat – of which Saturates</td>
\n<td style=""padding: 8px; border: 1px solid #ccc;"">1.16g, 0.69g</td>
\n</tr>
\n<tr>
\n<td style=""padding: 8px; border: 1px solid #ccc;"">Carbohydrates – of which Sugars</td>
\n<td style=""padding: 8px; border: 1px solid #ccc;"">1.41g, 0.91g</td>
\n</tr>
\n<tr>
\n<td style=""padding: 8px; border: 1px solid #ccc;"">Protein</td>
\n<td style=""padding: 8px; border: 1px solid #ccc;"">24.36g</td>
\n</tr>
\n<tr>
\n<td style=""padding: 8px; border: 1px solid #ccc;"">Dietary Fibers</td>
\n<td style=""padding: 8px; border: 1px solid #ccc;"">0.64g</td>
\n</tr>
\n<tr>
\n<td style=""padding: 8px; border: 1px solid #ccc;"">Salt</td>
\n<td style=""padding: 8px; border: 1px solid #ccc;"">0.32g</td>
\n</tr>
\n</tbody>
\n</table>
\n<h6>Amino Acids per 100g:</h6>
\n<table style=""width: 100%; border-collapse: collapse; background-color: #f9f9f9; color: #333; border: 1px solid #ccc;"">
\n<tbody>
\n<tr style=""background-color: #d9d9d9; font-weight: bold;"">
\n<th style=""padding: 8px; border: 1px solid #ccc;"">Amino Acid</th>
\n<th style=""padding: 8px; border: 1px solid #ccc;"">Amount</th>
\n<th style=""padding: 8px; border: 1px solid #ccc;"">Amino Acid</th>
\n<th style=""padding: 8px; border: 1px solid #ccc;"">Amount</th>
\n<th style=""padding: 8px; border: 1px solid #ccc;"">Amino Acid</th>
\n<th style=""padding: 8px; border: 1px solid #ccc;"">Amount</th>
\n</tr>
\n<tr>
\n<td style=""padding: 8px; border: 1px solid #ccc;"">Alanine</td>
\n<td style=""padding: 8px; border: 1px solid #ccc;"">4.3g</td>
\n<td style=""padding: 8px; border: 1px solid #ccc;"">Glycine</td>
\n<td style=""padding: 8px; border: 1px solid #ccc;"">8.34g</td>
\n<td style=""padding: 8px; border: 1px solid #ccc;"">Lysine</td>
\n<td style=""padding: 8px; border: 1px solid #ccc;"">9.08g</td>
\n</tr>
\n<tr>
\n<td style=""padding: 8px; border: 1px solid #ccc;"">Arginine</td>
\n<td style=""padding: 8px; border: 1px solid #ccc;"">3.06g</td>
\n<td style=""padding: 8px; border: 1px solid #ccc;"">Histidine</td>
\n<td style=""padding: 8px; border: 1px solid #ccc;"">2.28g</td>
\n<td style=""padding: 8px; border: 1px solid #ccc;"">Methionine</td>
\n<td style=""padding: 8px; border: 1px solid #ccc;"">2.6g</td>
\n</tr>
\n<tr>
\n<td style=""padding: 8px; border: 1px solid #ccc;"">Aspartic Acid</td>
\n<td style=""padding: 8px; border: 1px solid #ccc;"">9.5g</td>
\n<td style=""padding: 8px; border: 1px solid #ccc;"">Iso-leucine</td>
\n<td style=""padding: 8px; border: 1px solid #ccc;"">5.84g</td>
\n<td style=""padding: 8px; border: 1px solid #ccc;"">Phenylalanine</td>
\n<td style=""padding: 8px; border: 1px solid #ccc;"">4.15g</td>
\n</tr>
\n<tr>
\n<td style=""padding: 8px; border: 1px solid #ccc;"">Cysteine</td>
\n<td style=""padding: 8px; border: 1px solid #ccc;"">1.25g</td>
\n<td style=""padding: 8px; border: 1px solid #ccc;"">Valine</td>
\n<td style=""padding: 8px; border: 1px solid #ccc;"">6.43g</td>
\n<td style=""padding: 8px; border: 1px solid #ccc;"">Proline</td>
\n<td style=""padding: 8px; border: 1px solid #ccc;"">8.24g</td>
\n</tr>
\n<tr>
\n<td style=""padding: 8px; border: 1px solid #ccc;"">Glutamic Acid</td>
\n<td style=""padding: 8px; border: 1px solid #ccc;"">20.5g</td>
\n<td style=""padding: 8px; border: 1px solid #ccc;"">Leucine</td>
\n<td style=""padding: 8px; border: 1px solid #ccc;"">10.35g</td>
\n<td style=""padding: 8px; border: 1px solid #ccc;"">Serine</td>
\n<td style=""padding: 8px; border: 1px solid #ccc;"">5.75g</td>
\n</tr>
\n<tr>
\n<td style=""padding: 8px; border: 1px solid #ccc;"">Threonine</td>
\n<td style=""padding: 8px; border: 1px solid #ccc;"">6.07g</td>
\n<td style=""padding: 8px; border: 1px solid #ccc;"">Tryptophan</td>
\n<td style=""padding: 8px; border: 1px solid #ccc;"">1.59g</td>
\n<td style=""padding: 8px; border: 1px solid #ccc;"">Tyrosine</td>
\n<td style=""padding: 8px; border: 1px solid #ccc;"">4.2g</td>
\n</tr>
\n</tbody>
\n</table>",Proteins,,0.00,,CHF,0,"{""Chocolate Peanut Butter"",""Cookies and Cream"",""Strawberry""}","{""https://marvelousnutrition.com/wp-content/uploads/2025/11/Marveleous25.png""}",false,false,false,,#c8102e,0.0,0,{}
SKU-5708,Collagen,,collagen,"Collagen is a protein. It gives our bodies the structure, strength and flexibility we need to move around in our daily life. It allows us to travel, move freely, jump or fall without getting hurt. It protects and connects the parts of our body, to keep us standing. Collagen is the most important and abundant protein in our bodies.","<h6>How to Use:</h6>
\n<p>Take 11g with breakfast.</p>
\n
\n<h6>Description:</h6>
\n<p><strong>Collagen</strong> is a vital protein that provides structure, strength, and flexibility to our bodies. It supports movement, protects joints, and connects tissues, helping us stay active and resilient. Collagen is the most abundant protein in the human body.</p>
\n
\n<h6>Collagen Constitutes 75% of Our Skin and:</h6>
\n<ul>
\n  <li><strong>Provides structure and support</strong></li>
\n  <li><strong>Maintains elasticity</strong></li>
\n  <li><strong>Hydrates by attracting hyaluronic acid</strong></li>
\n</ul>
\n
\n<p>As we age, collagen synthesis slows and its quality declines, causing skin to become thinner, dehydrated, and lose firmness.</p>
\n<p><strong>Result:</strong> visible signs of aging such as wrinkles, sagging, and dullness.</p>
\n",Proteins,,0.00,,CHF,0,"{""Orange""}","{""https://marvelousnutrition.com/wp-content/uploads/2025/11/Marveleous1.png""}",false,false,false,,#c8102e,0.0,0,{}
